0|0|0|0|0|0|0|0
18,99999999905|18,99999999905|18,99999999905|18,99999999905|18,99999999905|18,99999999905|18,99999999905|0
4,85822234014179|4,85822245314063|4,85822245314063|4,85822245314063|4,85822245314063|4,85822245314063|4,85822244029987|14,1417820659185
-0,513040225689516|-0,501058591027189|-0,501058590034337|-0,501058590034337|-0,501058590034337|-0,501058590057561|-0,483794489999148|13,4621286033307
-4,82840853428739|-4,81121059370739|-4,81122065731795|-4,81122065731877|-4,81122065731881|-4,81119205571924|-4,76426334002168|8,83241591911915
-8,31089757081506|-8,26522288499034|-8,26536556974178|-8,26536549398567|-8,26536544923443|-8,26525510434726|-8,18788025803208|2,86274545390984
-10,5566346254299|-10,4318510343453|-10,4325776432967|-10,4325757770579|-10,4325755620707|-10,4323440150533|-10,3454899826142|-3,42529618530509
-11,2469141046105|-11,013902379258|-11,0164250472932|-11,0164124631961|-11,0164119681533|-11,0160980891908|-10,9518882031151|-9,296381088516
-10,7018082469623|-10,3853843567591|-10,3909770709589|-10,3909288178429|-10,3909281848209|-10,3906189746242|-10,363646549431|-13,9795083672846
-9,51922742229347|-9,15864764640343|-9,16779673508883|-9,16767746519742|-9,16767722511104|-9,16743522810378|-9,1764151870036|-16,8221639405796
-8,11826945418271|-7,7409314864888|-7,75361215586758|-7,75338798764111|-7,75338901587768|-7,75325040337435|-7,79371673188867|-17,6157170152873
-6,71101693580743|-6,33185236165852|-6,34792252644864|-6,34756403885499|-6,34756744774679|-6,34756168846924|-6,41617188849031|-16,6299928341621
-5,38890054986282|-5,01486749650891|-5,03422205421452|-5,03370343543415|-5,03371049915562|-5,03387275796348|-5,12860876494847|-14,3504938096439
-4,1832583943347|-3,81683443960853|-3,83943008078616|-3,83872874574329|-3,83874084378181|-3,83911810894752|-3,95867189851943|-11,2681860814113
-3,0973338862729|-2,73866976584238|-2,76450099235771|-2,76359856157158|-2,76361711121616|-2,76427099658227|-2,90743266794606|-7,81543918879061
-2,12231097840149|-1,77050405916837|-1,79956066231826|-1,79844524516462|-1,79847160738003|-1,79947895850757|-1,96468106047579|-4,36409647115066
-1,2452762419374|-0,899136878576553|-0,931352800746416|-0,930022340428833|-0,930057696350211|-0,931509107410985|-1,11654923391742|-1,22494447377921
-0,453152007669932|-0,11168944376901|-0,146886971042006|-0,145353286144151|-0,14539849309027|-0,147394433792967|-0,34932407551747|1,3677587887207
